Zelle;Kapazität in mAh;Temperatur;Volt/SOC;Relative Kapazität in %;Dauer d. Alterung in Tagen;Rel. Kapa. % / Tag;Verlust an abs. Kapa in mAh;mAh/Tag;mAh/Jahr;Paper;Chemie;Art d. Alterung;Kondition der Alterung
NCR18650PD;2800;25;0;0.984;288.0;0.005555556;44.8;0.155555556;57;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;0;0.967;285.0;0.011578947;92.4;0.324210526;118;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;0;0.967;300.0;0.011;92.4;0.308;112;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;0;0.976;300.0;0.008;67.2;0.224;82;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;0;0.984;300.0;0.005333333;44.8;0.149333333;55;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;50;0;0.974;300.0;0.008666667;53.3;0.177666667;65;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;40;0;0.981;300.0;0.006333333;38.95;0.129833333;47;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;0;0.989;300.0;0.003666667;22.55;0.075166667;27;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;40;0;0.977;270.0;0.008518519;25.3;0.093703704;34;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;0;0.999;270.0;0.00037037;1.1;0.004074074;1;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
UR18650E;2050;50;0;0.938;512.3;0.012102284;127.1;0.248096818;91;A holistic aging model for Li(NiMnCo)O2 based 18650 lithium-ion batteries;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;2;1,016;30.0;-3383.333333;-2639000;-87966.66667;-32,107,833;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;2;1,015;60.0;-1690;-2636400;-43940;-16,038,100;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;2;1,010;90.0;-1121.111111;-2623400;-29148.88889;-10,639,344;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;2;1,011;120.0;-841.6666667;-2626000;-21883.33333;-7,987,417;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;60;2;1,028;30.0;-3423.333333;-2567500;-85583.33333;-31,237,917;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;2;1,021;60.0;-1700;-2550000;-42500;-15,512,500;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;2;1,012;90.0;-1123.333333;-2527500;-28083.33333;-10,250,417;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;2;1,004;120.0;-835.8333333;-2507500;-20895.83333;-7,626,979;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;60;2;1,062;30.0;-3536.666667;-2758600;-91953.33333;-33,562,967;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;2;1,051;60.0;-1750;-2730000;-45500;-16,607,500;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;2;1,046;90.0;-1161.111111;-2717000;-30188.88889;-11,018,944;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;2;1,038;120.0;-864.1666667;-2696200;-22468.33333;-8,200,942;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;2;1,108;30.0;-3690;-2214000;-73800;-26,937,000;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;2;1,100;60.0;-1831.666667;-2198000;-36633.33333;-13,371,167;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;2;1,112;90.0;-1234.444444;-2222000;-24688.88889;-9,011,444;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;2;1,116;120.0;-929.1666667;-2230000;-18583.33333;-6,782,917;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
INR18650-26F;2600;50;2;0.995;100.0;0.005;13;0.13;47;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;50;2;1,055;150.0;-702.6666667;-2740400;-18269.33333;-6,668,307;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;50;2;1,122;100.0;-1121;-2802500;-28025;-10,229,125;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;50;2;1,122;150.0;-747.3333333;-2802500;-18683.33333;-6,819,417;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;50;2;1,160;100.0;-1159;-3013400;-30134;-10,998,910;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;50;2;1,187;150.0;-790.6666667;-3083600;-20557.33333;-7,503,427;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;2;1,246;100.0;-1245;-2490000;-24900;-9,088,500;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;2;1,267;150.0;-844;-2532000;-16880;-6,161,200;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NCR18650PD;2800;25;0;0.992;267.0;0.002996255;22.4;0.083895131;31;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;0;0.971;258.0;0.01124031;81.2;0.314728682;115;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;12;0.985;267.0;0.005617978;42;0.157303371;57;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;12;0.943;258.0;0.022093023;159.6;0.618604651;226;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;28;0.978;267.0;0.0082397;61.6;0.23071161;84;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;28;0.927;258.0;0.028294574;204.4;0.792248062;289;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;45;0.978;267.0;0.0082397;61.6;0.23071161;84;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;45;0.918;258.0;0.031782946;229.6;0.889922481;325;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;62;0.955;267.0;0.016853933;126;0.471910112;172;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;62;0.899;258.0;0.039147287;282.8;1.096124031;400;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;76;0.956;267.0;0.016479401;123.2;0.461423221;168;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;76;0.884;258.0;0.04496124;324.8;1.258914729;460;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;87;0.958;267.0;0.015730337;117.6;0.440449438;161;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;87;0.889;258.0;0.043023256;310.8;1.204651163;440;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;100;0.965;267.0;0.013108614;98;0.367041199;134;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;55;100;0.895;258.0;0.040697674;294;1.139534884;416;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;5;0.979;288.0;0.007291667;58.8;0.204166667;75;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;5;0.954;285.0;0.016140351;128.8;0.451929825;165;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;5;0.954;300.0;0.015333333;128.8;0.429333333;157;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;5;0.967;300.0;0.011;92.4;0.308;112;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;5;0.980;300.0;0.006666667;56;0.186666667;68;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;50;5;0.953;300.0;0.015666667;96.35;0.321166667;117;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;40;5;0.971;300.0;0.009666667;59.45;0.198166667;72;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;5;0.986;300.0;0.004666667;28.7;0.095666667;35;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;5;0.926;270.0;0.027407407;81.4;0.301481481;110;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;5;0.964;270.0;0.013333333;39.6;0.146666667;54;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;5;0.993;270.0;0.002592593;7.7;0.028518519;10;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
NCR18650PD;2800;25;10;0.978;288.0;0.007638889;61.6;0.213888889;78;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;10;0.951;285.0;0.017192982;137.2;0.481403509;176;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;10;0.951;300.0;0.016333333;137.2;0.457333333;167;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;10;0.965;300.0;0.011666667;98;0.326666667;119;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;10;0.976;300.0;0.008;67.2;0.224;82;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;50;10;0.938;300.0;0.020666667;127.1;0.423666667;155;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;40;10;0.965;300.0;0.011666667;71.75;0.239166667;87;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;10;0.981;300.0;0.006333333;38.95;0.129833333;47;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;10;0.920;270.0;0.02962963;88;0.325925926;119;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;10;0.953;270.0;0.017407407;51.7;0.191481481;70;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;10;0.984;270.0;0.005925926;17.6;0.065185185;24;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
UR18650E;2050;50;10;0.906;513.6;0.018302181;192.7;0.375194704;137;A holistic aging model for Li(NiMnCo)O2 based 18650 lithium-ion batteries;NMC;Calendar;Keine Angabe
NCR18650PD;2800;25;20;0.973;288.0;0.009375;75.6;0.2625;96;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;20;0.940;285.0;0.021052632;168;0.589473684;215;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.859;73.0;0.193150685;451.2;6.180821918;2,256;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.857;139.0;0.102877698;457.6;3.292086331;1,202;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.847;202.0;0.075742574;489.6;2.423762376;885;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.830;297.0;0.057239057;544;1.831649832;669;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.832;385.0;0.043636364;537.6;1.396363636;510;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;20;0.830;435.0;0.03908046;544;1.250574713;456;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.836;297.0;0.055218855;524.8;1.767003367;645;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.835;385.0;0.042857143;528;1.371428571;501;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.830;435.0;0.03908046;544;1.250574713;456;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.863;73.0;0.187671233;438.4;6.005479452;2,192;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.859;139.0;0.101438849;451.2;3.246043165;1,185;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;20;0.850;202.0;0.074257426;480;2.376237624;867;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.863;73.0;0.187671233;438.4;6.005479452;2,192;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.858;139.0;0.102158273;454.4;3.269064748;1,193;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.838;202.0;0.08019802;518.4;2.566336634;937;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.827;297.0;0.058249158;553.6;1.863973064;680;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.811;385.0;0.049090909;604.8;1.570909091;573;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;45;20;0.826;435.0;0.04;556.8;1.28;467;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;20;0.940;300.0;0.02;168;0.56;204;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;20;0.957;300.0;0.014333333;120.4;0.401333333;146;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;20;0.972;300.0;0.009333333;78.4;0.261333333;95;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;40;20;0.954;300.0;0.015333333;94.3;0.314333333;115;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;20;0.977;300.0;0.007666667;47.15;0.157166667;57;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;20;0.911;270.0;0.032962963;97.9;0.362592593;132;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;20;0.944;270.0;0.020740741;61.6;0.228148148;83;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;20;0.980;270.0;0.007407407;22;0.081481481;30;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
UR18650E;2050;50;20;0.948;160.5;0.032398754;106.6;0.664174455;242;A holistic aging model for Li(NiMnCo)O2 based 18650 lithium-ion batteries;NMC;Calendar;Keine Angabe
NCR18650PD;2800;25;30;0.972;288.0;0.009722222;78.4;0.272222222;99;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;30;0.932;285.0;0.023859649;190.4;0.668070175;244;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;30;0.932;300.0;0.022666667;190.4;0.634666667;232;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;30;0.954;300.0;0.015333333;128.8;0.429333333;157;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;30;0.972;300.0;0.009333333;78.4;0.261333333;95;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;50;30;0.899;300.0;0.033666667;207.05;0.690166667;252;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;40;30;0.943;300.0;0.019;116.85;0.3895;142;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;30;0.975;300.0;0.008333333;51.25;0.170833333;62;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;30;0.899;270.0;0.037407407;111.1;0.411481481;150;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;30;0.938;270.0;0.022962963;68.2;0.252592593;92;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;30;0.973;270.0;0.01;29.7;0.11;40;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
UR18650E;2050;50;30;0.819;515.3;0.03512517;371.05;0.720065981;263;A holistic aging model for Li(NiMnCo)O2 based 18650 lithium-ion batteries;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;38;1,011;30.0;-3366.666667;-2626000;-87533.33333;-31,949,667;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;38;1,004;60.0;-1671.666667;-2607800;-43463.33333;-15,864,117;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;38;1,001;90.0;-1111.111111;-2600000;-28888.88889;-10,544,444;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;60;38;0.995;120.0;0.004166667;13;0.108333333;40;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;60;38;1,015;30.0;-3380;-2535000;-84500;-30,842,500;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;38;1,004;60.0;-1671.666667;-2507500;-41791.66667;-15,253,958;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;38;0.991;90.0;0.01;22.5;0.25;91;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;60;38;0.981;120.0;0.015833333;47.5;0.395833333;144;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;60;38;1,058;30.0;-3523.333333;-2748200;-91606.66667;-33,436,433;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;38;1,048;60.0;-1745;-2722200;-45370;-16,560,050;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;38;1,037;90.0;-1151.111111;-2693600;-29928.88889;-10,924,044;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;60;38;1,024;120.0;-852.5;-2659800;-22165;-8,090,225;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;38;1,130;30.0;-3763.333333;-2258000;-75266.66667;-27,472,333;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;38;1,124;60.0;-1871.666667;-2246000;-37433.33333;-13,663,167;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;38;1,122;90.0;-1245.555556;-2242000;-24911.11111;-9,092,556;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;60;38;1,118;120.0;-930.8333333;-2234000;-18616.66667;-6,795,083;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
INR18650-26F;2600;50;38;1,045;100.0;-1044;-2714400;-27144;-9,907,560;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-26F;2600;50;38;1,039;150.0;-692;-2698800;-17992;-6,567,080;Comparative Study on the Calendar Ageing;NMC;Calendar;Keine Angabe
INR18650-25R;2500;50;38;1,122;100.0;-1121;-2802500;-28025;-10,229,125;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
INR18650-25R;2500;50;38;1,122;150.0;-747.3333333;-2802500;-18683.33333;-6,819,417;Comparative Study on the Calendar Ageing;NCA;Calendar;Keine Angabe
UR18650ZY;2600;50;38;1,155;100.0;-1154;-3000400;-30004;-10,951,460;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
UR18650ZY;2600;50;38;1,172;150.0;-780.6666667;-3044600;-20297.33333;-7,408,527;Comparative Study on the Calendar Ageing;LCO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;38;1,260;100.0;-1259;-2518000;-25180;-9,190,700;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NITECORE 2000mAh (?);2000;50;38;1,253;150.0;-834.6666667;-2504000;-16693.33333;-6,093,067;Comparative Study on the Calendar Ageing;LMO;Calendar;Keine Angabe
NCR18650PD;2800;25;40;0.972;288.0;0.009722222;78.4;0.272222222;99;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;40;0.932;285.0;0.023859649;190.4;0.668070175;244;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;40;0.930;300.0;0.023333333;196;0.653333333;238;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;40;0.950;300.0;0.016666667;140;0.466666667;170;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;40;0.974;300.0;0.008666667;72.8;0.242666667;89;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;50;40;0.886;300.0;0.038;233.7;0.779;284;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;40;40;0.938;300.0;0.020666667;127.1;0.423666667;155;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;40;0.974;300.0;0.008666667;53.3;0.177666667;65;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;50;40;0.883;270.0;0.043333333;128.7;0.476666667;174;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;40;40;0.929;270.0;0.026296296;78.1;0.289259259;106;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;40;0.970;270.0;0.011111111;33;0.122222222;45;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
UR18650E;2050;50;40;0.816;516.0;0.035658915;377.2;0.731007752;267;A holistic aging model for Li(NiMnCo)O2 based 18650 lithium-ion batteries;NMC;Calendar;Keine Angabe
NCR18650PD;2800;25;45;0.971;288.0;0.010069444;81.2;0.281944444;103;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;45;0.928;285.0;0.025263158;201.6;0.707368421;258;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;45;0.927;300.0;0.024333333;204.4;0.681333333;249;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;40;45;0.950;300.0;0.016666667;140;0.466666667;170;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
NCR18650PD;2800;25;45;0.971;300.0;0.009666667;81.2;0.270666667;99;Calendar Aging of Lithium-Ion Batteries;NCA;Calendar;Keine Angabe
UR18650E;2050;40;45;0.934;300.0;0.022;135.3;0.451;165;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
UR18650E;2050;25;45;0.972;300.0;0.009333333;57.4;0.191333333;70;Calendar Aging of Lithium-Ion Batteries;NMC;Calendar;Keine Angabe
APR18650M1A;1100;40;45;0.925;270.0;0.027777778;82.5;0.305555556;112;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
APR18650M1A;1100;25;45;0.971;270.0;0.010740741;31.9;0.118148148;43;Calendar Aging of Lithium-Ion Batteries;LFP;Calendar;Keine Angabe
NCR18650PD;2800;25;50;0.970;288.0;0.010416667;84;0.291666667;106;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650PD;2800;50;50;0.927;285.0;0.025614035;204.4;0.717192982;262;Calendar Aging of NCA Lithium-I;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.862;73.0;0.189041096;441.6;6.049315068;2,208;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.861;139.0;0.1;444.8;3.2;1,168;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.854;202.0;0.072277228;467.2;2.312871287;844;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.838;297.0;0.054545455;518.4;1.745454545;637;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.832;385.0;0.043636364;537.6;1.396363636;510;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;10;50;0.837;435.0;0.037471264;521.6;1.19908046;438;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;50;0.862;73.0;0.189041096;441.6;6.049315068;2,208;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
NCR18650BD;3200;25;50;0.862;139.0;0.099280576;441.6;3.176978417;1,160;An evaluation study of different modelling techniques for calendar ageing prediction of lithium-ion batteries;NCA;Calendar;Keine Angabe
